"x" "y"
"1" -87.75 13.75
"2" -100.25 17.75
"3" -102.083333333333 22.25
"4" -90.0833333333333 15.25
"5" -96.5833333333333 19.5833333333333
"6" -101.083333333333 18.4166666666667
"7" -104.583333333333 20.75
"8" -107.083333333333 23.9166666666667
"9" -99.0833333333333 18.9166666666667
"10" -89.5833333333333 14.25
"11" -93.25 15.9166666666667
"12" -97.75 19.5833333333333
"13" -92.4166666666667 16.9166666666667
"14" -100.416666666667 19.9166666666667
"15" -95.9166666666667 19.0833333333333
"16" -96.25 18.0833333333333
"17" -106.083333333333 23.0833333333333
"18" -104.416666666667 20.9166666666667
"19" -99.0833333333333 16.9166666666667
"20" -104.916666666667 23.0833333333333
"21" -98.25 17.5833333333333
"22" -101.25 17.9166666666667
"23" -96.25 19.25
"24" -88.0833333333333 19.75
"25" -94.25 18.0833333333333
"26" -94.25 17.25
"27" -103.75 22.25
"28" -91.75 16.75
"29" -102.583333333333 19.5833333333333
"30" -89.75 20.4166666666667
"31" -98.25 17.5833333333333
"32" -85.25 14.25
"33" -102.416666666667 21.5833333333333
"34" -84.5833333333333 14.75
"35" -91.4166666666667 15.4166666666667
"36" -91.75 16.25
"37" -90.0833333333333 14.9166666666667
"38" -96.0833333333333 16.5833333333333
"39" -96.75 18.9166666666667
"40" -87.9166666666667 21.5833333333333
"41" -102.25 18.5833333333333
"42" -88.5833333333333 13.75
"43" -89.0833333333333 20.5833333333333
"44" -102.416666666667 22.4166666666667
"45" -87.0833333333333 14.5833333333333
"46" -86.25 15.75
"47" -98.9166666666667 18.25
"48" -100.916666666667 19.75
"49" -85.75 15.75
"50" -101.416666666667 19.75
"51" -95.5833333333333 17.75
"52" -85.4166666666667 14.0833333333333
"53" -87.75 14.9166666666667
"54" -85.5833333333333 13.25
"55" -90.25 20.25
"56" -96.75 18.4166666666667
"57" -98.0833333333333 16.5833333333333
"58" -106.75 24.0833333333333
"59" -90.75 14.0833333333333
"60" -90.0833333333333 15.5833333333333
"61" -88.75 21.0833333333333
"62" -92.4166666666667 16.5833333333333
"63" -99.75 17.5833333333333
"64" -101.416666666667 18.4166666666667
"65" -88.75 14.75
"66" -97.4166666666667 18.5833333333333
"67" -101.583333333333 19.9166666666667
"68" -101.083333333333 20.4166666666667
"69" -98.4166666666667 16.4166666666667
"70" -96.5833333333333 16.75
"71" -103.25 23.4166666666667
"72" -86.75 15.0833333333333
"73" -103.25 18.9166666666667
"74" -95.5833333333333 18.25
"75" -97.5833333333333 19.9166666666667
"76" -87.75 19.5833333333333
"77" -91.75 16.5833333333333
"78" -98.75 19.5833333333333
"79" -87.4166666666667 21.5833333333333
"80" -87.5833333333333 20.75
"81" -101.916666666667 21.4166666666667
"82" -89.4166666666667 15.75
"83" -87.25 12.4166666666667
"84" -89.5833333333333 13.5833333333333
"85" -100.25 19.25
"86" -100.75 20.75
"87" -97.9166666666667 21.0833333333333
"88" -91.4166666666667 14.25
"89" -97.25 17.25
"90" -101.416666666667 21.5833333333333
"91" -87.4166666666667 15.0833333333333
"92" -84.9166666666667 13.4166666666667
"93" -90.4166666666667 20.0833333333333
"94" -90.0833333333333 21.0833333333333
"95" -101.083333333333 20.75
"96" -85.5833333333333 13.9166666666667
"97" -102.916666666667 18.5833333333333
"98" -96.25 19.0833333333333
"99" -98.9166666666667 21.25
"100" -87.0833333333333 14.9166666666667
"101" -101.583333333333 21.9166666666667
"102" -99.4166666666667 19.9166666666667
"103" -89.75 14.9166666666667
"104" -95.25 16.9166666666667
"105" -104.25 20.75
"106" -98.75 19.4166666666667
"107" -105.083333333333 21.25
"108" -101.25 21.4166666666667
"109" -104.75 22.4166666666667
"110" -98.75 18.0833333333333
"111" -100.75 17.5833333333333
"112" -87.4166666666667 21.4166666666667
"113" -87.5833333333333 15.0833333333333
"114" -100.083333333333 18.4166666666667
"115" -98.9166666666667 17.25
"116" -96.25 19.25
"117" -101.916666666667 22.0833333333333
"118" -89.25 18.5833333333333
"119" -88.9166666666667 18.75
"120" -93.25 16.9166666666667
"121" -96.75 17.75
"122" -90.75 16.4166666666667
"123" -95.9166666666667 18.9166666666667
"124" -97.4166666666667 17.4166666666667
"125" -99.75 19.9166666666667
"126" -92.25 14.4166666666667
"127" -88.5833333333333 20.9166666666667
"128" -92.25 15.0833333333333
"129" -86.9166666666667 21.5833333333333
"130" -85.5833333333333 14.5833333333333
"131" -89.25 14.5833333333333
"132" -99.75 17.25
"133" -98.75 20.25
"134" -95.25 17.75
"135" -102.083333333333 19.5833333333333
"136" -100.416666666667 18.5833333333333
"137" -88.9166666666667 14.75
"138" -102.75 22.75
"139" -104.25 23.25
"140" -101.083333333333 18.75
"141" -96.9166666666667 17.75
"142" -85.9166666666667 13.0833333333333
"143" -94.4166666666667 16.75
"144" -88.4166666666667 21.5833333333333
"145" -97.75 19.5833333333333
"146" -94.0833333333333 17.75
"147" -86.75 20.4166666666667
"148" -91.75 14.75
"149" -101.916666666667 22.25
"150" -98.9166666666667 16.75
"151" -93.9166666666667 17.75
"152" -86.4166666666667 14.25
"153" -90.4166666666667 20.9166666666667
"154" -100.25 17.25
"155" -93.25 16.9166666666667
"156" -89.4166666666667 19.4166666666667
"157" -96.25 18.0833333333333
"158" -95.25 18.0833333333333
"159" -85.9166666666667 14.0833333333333
"160" -100.416666666667 19.4166666666667
"161" -104.75 19.5833333333333
"162" -105.416666666667 23.75
"163" -86.4166666666667 13.9166666666667
"164" -88.5833333333333 19.75
"165" -104.583333333333 21.5833333333333
"166" -103.083333333333 18.4166666666667
"167" -100.25 18.25
"168" -95.5833333333333 16.5833333333333
"169" -97.75 18.5833333333333
"170" -102.083333333333 17.9166666666667
"171" -92.0833333333333 16.9166666666667
"172" -98.4166666666667 20.75
"173" -97.75 17.75
"174" -101.75 18.4166666666667
"175" -92.75 16.75
"176" -94.25 18.0833333333333
"177" -102.25 18.9166666666667
"178" -90.5833333333333 16.25
"179" -96.5833333333333 17.9166666666667
"180" -87.75 21.4166666666667
"181" -102.416666666667 21.9166666666667
"182" -89.4166666666667 20.25
"183" -101.583333333333 19.4166666666667
"184" -93.0833333333333 16.0833333333333
"185" -85.25 14.4166666666667
"186" -102.583333333333 21.75
"187" -97.5833333333333 15.9166666666667
"188" -105.083333333333 22.4166666666667
"189" -88.0833333333333 19.9166666666667
"190" -87.0833333333333 15.0833333333333
"191" -101.75 19.4166666666667
"192" -101.416666666667 22.75
"193" -105.916666666667 23.25
"194" -99.0833333333333 18.0833333333333
"195" -104.25 19.4166666666667
"196" -89.9166666666667 14.9166666666667
"197" -85.25 15.4166666666667
"198" -103.75 22.5833333333333
"199" -86.4166666666667 13.5833333333333
"200" -105.583333333333 22.75
"201" -87.5833333333333 15.4166666666667
"202" -102.416666666667 22.0833333333333
"203" -92.4166666666667 17.4166666666667
"204" -88.0833333333333 14.4166666666667
"205" -91.5833333333333 15.75
"206" -94.4166666666667 17.25
"207" -105.25 19.5833333333333
