"x" "y"
-106.25 35.9166666666667
-108.25 35.25
-108.25 26.4166666666667
-91.9166666666667 47.25
-100.416666666667 30.0833333333333
-99.75 31.5833333333333
-109.25 36.4166666666667
-99.0833333333333 32.25
-103.25 28.25
-102.083333333333 28.75
-105.916666666667 25.25
-79.25 44.5833333333333
-123.583333333333 47.75
-107.083333333333 51.0833333333333
-101.75 29.0833333333333
-105.083333333333 22.25
-108.416666666667 34.9166666666667
-109.416666666667 34.9166666666667
-103.25 22.75
-104.75 26.0833333333333
-102.416666666667 30.9166666666667
-102.583333333333 26.25
-81.5833333333333 27.5833333333333
-109.25 27.0833333333333
-100.916666666667 34.0833333333333
-98.75 29.25
-81.0833333333333 27.4166666666667
-107.583333333333 50.9166666666667
-102.25 31.25
-98.25 18.4166666666667
-108.083333333333 25.4166666666667
-107.25 28.5833333333333
-80.0833333333333 44.4166666666667
-97.25 26.75
-98.9166666666667 23.0833333333333
-104.916666666667 24.75
-106.916666666667 36.25
-103.75 21.75
-98.25 18.4166666666667
-102.083333333333 21.75
-118.416666666667 43.75
-103.25 26.5833333333333
-97.25 19.5833333333333
-98.5833333333333 31.0833333333333
-108.583333333333 34.75
-104.583333333333 28.0833333333333
-123.25 48.4166666666667
-108.25 34.75
-111.25 34.9166666666667
-100.083333333333 19.0833333333333
-98.4166666666667 20.9166666666667
-122.416666666667 47.75
-103.75 28.5833333333333
-102.75 32.4166666666667
-99.9166666666667 19.75
-99.25 21.4166666666667
-98.75 32.9166666666667
-104.083333333333 26.9166666666667
-102.583333333333 23.9166666666667
-100.25 31.75
-106.75 24.0833333333333
-91.75 46.0833333333333
-99.0833333333333 33.25
-103.583333333333 32.5833333333333
-108.583333333333 28.4166666666667
-108.416666666667 28.5833333333333
-99.75 20.5833333333333
-100.083333333333 34.75
-102.583333333333 20.9166666666667
-100.083333333333 19.9166666666667
-109.25 27.0833333333333
-71.5833333333333 41.0833333333333
-100.083333333333 22.25
-108.75 29.25
-106.416666666667 33.4166666666667
-105.083333333333 26.4166666666667
-104.083333333333 20.75
-100.083333333333 33.5833333333333
-112.75 38.25
-88.0833333333333 43.0833333333333
-107.583333333333 31.4166666666667
-104.25 25.25
-106.25 30.9166666666667
-101.583333333333 22.4166666666667
-102.75 30.4166666666667
-102.583333333333 23.4166666666667
-122.75 47.25
-103.916666666667 24.75
-101.083333333333 27.9166666666667
-101.75 24.75
-98.25 18.0833333333333
-104.083333333333 34.4166666666667
-80.25 44.5833333333333
-99.25 21.9166666666667
-100.416666666667 20.75
-113.083333333333 35.75
-104.583333333333 21.25
-106.916666666667 35.0833333333333
-104.75 22.5833333333333
-98.0833333333333 20.25
