"x" "y"
-120.75 37.4166666666667
-118.25 35.4166666666667
-117.083333333333 35.25
-112.25 34.25
-111.25 31.4166666666667
-113.25 33.9166666666667
-108.75 25.9166666666667
-103.583333333333 29.9166666666667
-119.75 35.9166666666667
-121.916666666667 38.75
-116.583333333333 36.5833333333333
-120.75 36.9166666666667
-113.75 36.5833333333333
-111.083333333333 33.25
-108.583333333333 29.5833333333333
-118.416666666667 36.0833333333333
-111.25 35.9166666666667
-110.75 29.25
-120.416666666667 38.0833333333333
-116.25 37.4166666666667
-113.416666666667 35.0833333333333
-118.75 38.5833333333333
-121.083333333333 40.75
-102.75 30.5833333333333
-119.916666666667 33.9166666666667
-107.916666666667 32.75
-105.416666666667 38.25
-116.25 31.9166666666667
-109.916666666667 31.5833333333333
-113.75 37.4166666666667
-116.916666666667 34.75
-109.416666666667 33.4166666666667
-120.916666666667 40.0833333333333
-119.416666666667 35.75
-114.083333333333 27.75
-122.916666666667 41.25
-106.916666666667 33.5833333333333
-122.416666666667 40.4166666666667
-105.416666666667 38.25
-104.75 30.4166666666667
-112.75 36.4166666666667
-119.25 36.25
-105.75 39.9166666666667
-109.083333333333 33.75
-112.25 29.75
-108.916666666667 30.5833333333333
-109.083333333333 25.9166666666667
-108.916666666667 32.0833333333333
-109.416666666667 33.9166666666667
-114.25 36.75
-103.916666666667 28.9166666666667
-116.75 36.75
-110.25 23.25
-112.583333333333 32.4166666666667
-112.583333333333 37.25
-121.583333333333 37.0833333333333
-115.416666666667 33.9166666666667
-109.416666666667 23.4166666666667
-111.916666666667 30.0833333333333
-112.916666666667 30.5833333333333
-111.083333333333 34.5833333333333
-112.583333333333 29.75
-110.916666666667 34.0833333333333
-114.583333333333 30.25
-118.916666666667 36.0833333333333
-116.75 31.75
-113.25 35.75
-108.416666666667 30.75
-114.916666666667 35.9166666666667
-112.083333333333 24.9166666666667
-102.583333333333 30.5833333333333
-115.25 34.9166666666667
-115.583333333333 30.5833333333333
-109.75 34.25
-116.083333333333 31.4166666666667
-112.583333333333 26.75
-118.416666666667 35.0833333333333
-115.25 33.75
-111.916666666667 24.9166666666667
-120.25 37.25
-122.583333333333 40.5833333333333
-112.583333333333 31.9166666666667
-104.75 29.9166666666667
-107.916666666667 32.0833333333333
-110.416666666667 34.5833333333333
-108.916666666667 29.25
-122.916666666667 40.25
-107.916666666667 29.5833333333333
-116.083333333333 31.0833333333333
-119.75 35.4166666666667
-109.75 23.5833333333333
-109.916666666667 27.25
-114.916666666667 35.75
-119.75 38.9166666666667
-121.416666666667 40.5833333333333
-112.416666666667 34.75
-119.25 38.25
-107.583333333333 33.5833333333333
-104.083333333333 29.75
-109.583333333333 26.75
-116.083333333333 36.75
-104.25 30.9166666666667
-114.25 37.25
-111.916666666667 25.4166666666667
-122.916666666667 39.5833333333333
-120.083333333333 37.25
-120.75 38.0833333333333
-111.25 24.75
-120.416666666667 36.25
-121.083333333333 37.4166666666667
-122.75 39.4166666666667
-112.583333333333 33.75
