"x" "y"
-116.75 32.9166666666667
-116.75 34.0833333333333
-116.916666666667 33.0833333333333
-116.416666666667 33.0833333333333
-117.416666666667 33.4166666666667
-117.416666666667 33.4166666666667
-116.583333333333 32.5833333333333
-116.083333333333 32.4166666666667
-116.083333333333 33.5833333333333
-116.75 32.25
-116.416666666667 32.9166666666667
-118.416666666667 33.4166666666667
-116.583333333333 32.25
-115.916666666667 32.5833333333333
-116.083333333333 33.0833333333333
-118.916666666667 34.5833333333333
-116.083333333333 33.5833333333333
-117.583333333333 33.5833333333333
-116.416666666667 33.5833333333333
-117.75 33.4166666666667
-119.25 34.25
-116.75 32.5833333333333
-117.083333333333 32.75
-115.916666666667 32.9166666666667
-116.916666666667 32.75
-116.583333333333 32.0833333333333
-117.083333333333 33.5833333333333
-118.583333333333 34.0833333333333
-116.75 33.9166666666667
-118.083333333333 33.9166666666667
-116.75 33.4166666666667
-116.916666666667 34.0833333333333
-116.916666666667 33.75
-119.083333333333 34.4166666666667
-117.083333333333 33.75
-118.083333333333 34.25
-118.083333333333 34.0833333333333
-118.25 33.4166666666667
-116.916666666667 32.9166666666667
-116.416666666667 33.75
-117.25 33.9166666666667
-117.083333333333 32.75
-116.416666666667 33.75
-116.416666666667 32.0833333333333
-116.75 33.75
-117.583333333333 34.4166666666667
-116.416666666667 33.0833333333333
-116.583333333333 32.4166666666667
-117.75 33.75
-116.25 32.9166666666667
-118.25 33.4166666666667
-116.25 32.5833333333333
-116.416666666667 32.25
-118.083333333333 34.0833333333333
-118.416666666667 34.75
-117.25 33.4166666666667
-117.25 33.75
-116.416666666667 32.25
-117.25 33.9166666666667
-116.916666666667 32.0833333333333
-117.583333333333 34.0833333333333
-116.583333333333 33.4166666666667
-115.916666666667 32.9166666666667
-119.083333333333 34.25
-118.75 34.25
-118.583333333333 34.25
-117.25 33.5833333333333
-116.25 33.0833333333333
-116.416666666667 33.0833333333333
-116.75 33.9166666666667
-116.916666666667 33.9166666666667
-116.75 32.25
-118.916666666667 34.4166666666667
-115.916666666667 32.4166666666667
-116.083333333333 33.75
-115.916666666667 33.4166666666667
-118.416666666667 32.75
-117.583333333333 34.0833333333333
-118.083333333333 34.25
-116.083333333333 32.4166666666667
-117.75 33.5833333333333
-118.25 34.0833333333333
-117.916666666667 34.75
-116.25 33.5833333333333
-116.916666666667 33.0833333333333
-116.083333333333 32.9166666666667
-116.25 33.75
-118.416666666667 32.9166666666667
-117.083333333333 33.9166666666667
-118.083333333333 33.9166666666667
-117.416666666667 33.25
-116.583333333333 33.25
-117.75 34.25
-118.416666666667 34.0833333333333
-116.583333333333 32.0833333333333
-115.916666666667 32.9166666666667
-118.583333333333 32.9166666666667
-117.916666666667 34.25
-116.416666666667 33.0833333333333
-116.583333333333 32.25
-118.25 34.75
-118.416666666667 33.4166666666667
-117.75 33.5833333333333
-116.583333333333 33.25
-116.916666666667 32.4166666666667
-118.416666666667 34.0833333333333
-117.083333333333 32.25
-118.75 34.75
-118.083333333333 34.75
-118.25 34.0833333333333
-117.083333333333 32.75
-116.416666666667 32.25
-118.083333333333 34.4166666666667
-117.583333333333 34.4166666666667
-116.416666666667 33.4166666666667
-119.083333333333 34.25
-117.416666666667 33.75
-117.583333333333 33.5833333333333
-116.916666666667 33.0833333333333
-117.083333333333 33.75
-118.25 33.4166666666667
-118.25 34.5833333333333
-116.75 33.0833333333333
-116.25 33.75
-116.25 32.4166666666667
-116.25 32.75
-116.416666666667 32.75
-116.25 33.4166666666667
-117.25 32.4166666666667
-116.916666666667 34.0833333333333
-116.583333333333 32.75
-116.416666666667 32.25
-115.916666666667 32.5833333333333
-116.75 32.0833333333333
-118.083333333333 33.9166666666667
-115.916666666667 33.5833333333333
-115.916666666667 33.25
-116.916666666667 33.75
-118.083333333333 34.5833333333333
-117.916666666667 33.9166666666667
-117.083333333333 32.5833333333333
-116.583333333333 34.0833333333333
-116.583333333333 33.75
-116.916666666667 33.75
-116.583333333333 33.9166666666667
-117.083333333333 32.5833333333333
-118.25 34.0833333333333
-118.416666666667 32.9166666666667
-116.083333333333 32.5833333333333
-116.416666666667 33.4166666666667
-117.75 33.4166666666667
-117.083333333333 34.0833333333333
-116.25 32.5833333333333
-116.75 33.25
-118.916666666667 34.5833333333333
-116.083333333333 33.5833333333333
-116.416666666667 33.25
-115.916666666667 32.4166666666667
-117.416666666667 33.9166666666667
-117.583333333333 34.0833333333333
-118.583333333333 34.75
-117.916666666667 33.75
-118.916666666667 34.4166666666667
-117.916666666667 33.9166666666667
-116.416666666667 33.25
-116.583333333333 32.4166666666667
-117.25 34.0833333333333
-116.583333333333 33.75
-116.916666666667 33.25
-117.416666666667 33.25
-116.083333333333 32.25
-118.25 33.4166666666667
-118.416666666667 33.4166666666667
-116.583333333333 33.9166666666667
-117.25 33.9166666666667
-117.416666666667 33.25
-116.916666666667 32.9166666666667
-117.75 33.5833333333333
-119.083333333333 34.25
-117.583333333333 34.5833333333333
-116.25 33.9166666666667
-118.416666666667 33.4166666666667
-118.416666666667 33.25
-116.583333333333 32.25
-116.75 32.75
-119.083333333333 33.4166666666667
-117.083333333333 33.5833333333333
-118.416666666667 34.5833333333333
-115.916666666667 32.4166666666667
-117.416666666667 34.0833333333333
-116.916666666667 32.75
-116.25 32.75
-118.583333333333 34.25
-118.916666666667 34.25
-116.25 33.4166666666667
-116.916666666667 33.9166666666667
-117.75 34.4166666666667
-116.583333333333 32.4166666666667
-115.916666666667 32.4166666666667
-118.25 33.4166666666667
