"x" "y"
-103.916666666667 28.0833333333333
-101.25 23.25
-102.416666666667 29.0833333333333
-98.0833333333333 18.0833333333333
-100.416666666667 31.9166666666667
-99.4166666666667 19.0833333333333
-104.25 31.5833333333333
-101.916666666667 22.4166666666667
-104.25 30.4166666666667
-104.416666666667 27.4166666666667
-99.5833333333333 25.75
-96.75 19.4166666666667
-102.75 27.25
-96.4166666666667 19.0833333333333
-99.5833333333333 21.75
-103.083333333333 31.4166666666667
-100.083333333333 31.0833333333333
-106.916666666667 29.25
-98.5833333333333 17.4166666666667
-98.9166666666667 25.0833333333333
-100.416666666667 28.4166666666667
-98.9166666666667 18.75
-102.25 23.9166666666667
-100.75 27.75
-99.75 25.4166666666667
-105.25 28.75
-101.416666666667 30.0833333333333
-103.416666666667 26.0833333333333
-101.25 24.9166666666667
-101.916666666667 24.0833333333333
-98.9166666666667 19.75
-103.416666666667 32.0833333333333
-104.416666666667 31.75
-103.916666666667 25.0833333333333
-99.9166666666667 26.4166666666667
-100.583333333333 29.9166666666667
-106.25 26.75
-106.083333333333 28.9166666666667
-103.75 26.9166666666667
-101.083333333333 19.25
-99.5833333333333 19.25
-101.25 27.4166666666667
-107.083333333333 24.4166666666667
-102.416666666667 29.5833333333333
-102.416666666667 23.75
-102.416666666667 21.4166666666667
-102.416666666667 21.4166666666667
-104.416666666667 29.9166666666667
-102.583333333333 31.0833333333333
-105.583333333333 29.9166666666667
-102.916666666667 30.0833333333333
-102.25 20.4166666666667
-102.75 30.75
-103.583333333333 25.9166666666667
-96.0833333333333 17.5833333333333
-96.5833333333333 18.4166666666667
-104.083333333333 32.25
-106.583333333333 27.5833333333333
-102.083333333333 23.5833333333333
-102.083333333333 30.5833333333333
-99.4166666666667 21.25
-106.75 27.75
-102.75 22.75
-100.083333333333 20.4166666666667
-100.916666666667 21.25
-105.916666666667 28.25
-97.9166666666667 19.25
-100.75 29.75
-97.4166666666667 19.75
-103.25 20.5833333333333
-101.083333333333 23.5833333333333
-99.5833333333333 22.75
-107.75 25.5833333333333
-105.083333333333 30.75
-101.583333333333 21.5833333333333
-105.916666666667 26.0833333333333
-100.75 23.5833333333333
-102.916666666667 26.4166666666667
-102.25 29.5833333333333
-100.75 29.25
-102.916666666667 26.25
-104.083333333333 30.5833333333333
-103.75 26.5833333333333
-100.75 27.9166666666667
-104.583333333333 31.5833333333333
-99.4166666666667 19.5833333333333
-104.083333333333 23.0833333333333
-101.25 31.5833333333333
-105.416666666667 23.4166666666667
-103.583333333333 30.5833333333333
-106.583333333333 24.4166666666667
-101.083333333333 26.0833333333333
-102.583333333333 22.9166666666667
-105.083333333333 22.5833333333333
-103.75 30.0833333333333
-102.583333333333 19.9166666666667
-102.416666666667 24.9166666666667
-101.083333333333 29.9166666666667
-106.25 28.5833333333333
-102.416666666667 24.75
-105.916666666667 27.25
-104.083333333333 26.0833333333333
-99.75 19.9166666666667
-103.416666666667 26.25
-100.416666666667 23.0833333333333
-107.083333333333 28.75
-103.416666666667 23.9166666666667
-104.75 30.4166666666667
-101.25 24.25
-99.5833333333333 21.0833333333333
-104.25 26.0833333333333
-104.25 21.0833333333333
-106.75 32.0833333333333
-101.416666666667 19.4166666666667
-103.75 28.75
-100.416666666667 30.9166666666667
-103.916666666667 24.9166666666667
-100.083333333333 28.9166666666667
-104.75 33.25
-105.916666666667 24.75
-98.75 20.9166666666667
-102.916666666667 29.9166666666667
-102.75 26.75
-105.916666666667 32.4166666666667
-104.916666666667 27.5833333333333
-104.25 28.75
-99.0833333333333 24.5833333333333
-101.083333333333 28.5833333333333
-106.75 27.4166666666667
-103.416666666667 23.75
-101.416666666667 23.4166666666667
-105.583333333333 23.0833333333333
-101.75 28.9166666666667
-97.0833333333333 19.25
-100.916666666667 27.75
-105.75 24.4166666666667
-100.583333333333 24.5833333333333
-100.583333333333 28.4166666666667
-99.25 24.4166666666667
-100.083333333333 23.9166666666667
-101.25 29.25
-100.416666666667 21.9166666666667
-100.25 29.25
-101.75 31.0833333333333
-101.25 29.0833333333333
-106.416666666667 32.25
-99.75 19.9166666666667
-97.25 18.5833333333333
-96.4166666666667 19.9166666666667
-106.75 27.9166666666667
-99.25 23.25
-100.75 29.0833333333333
-106.916666666667 31.5833333333333
-100.25 19.9166666666667
-100.25 30.5833333333333
-103.25 31.25
-101.416666666667 20.4166666666667
-103.916666666667 32.0833333333333
-106.75 26.0833333333333
-99.25 19.5833333333333
-107.583333333333 25.0833333333333
-106.583333333333 27.5833333333333
-105.25 29.0833333333333
-102.083333333333 30.5833333333333
-99.75 27.25
-100.583333333333 32.4166666666667
-106.25 31.0833333333333
-107.083333333333 27.75
-102.583333333333 26.5833333333333
-105.25 27.0833333333333
-107.416666666667 24.25
