"x" "y"
"1" -122.916666666667 48.0833333333333
"2" -105.083333333333 33.75
"3" -110.25 33.9166666666667
"4" -123.916666666667 40.9166666666667
"5" -79.4166666666667 42.9166666666667
"6" -108.416666666667 32.9166666666667
"7" -108.416666666667 31.75
"8" -109.75 36.0833333333333
"9" -119.583333333333 39.9166666666667
"10" -91.0833333333333 46.4166666666667
"11" -105.25 38.75
"12" -109.416666666667 28.4166666666667
"13" -111.75 26.5833333333333
"14" -113.416666666667 28.0833333333333
"15" -103.25 21.5833333333333
"16" -110.416666666667 24.4166666666667
"17" -119.083333333333 39.0833333333333
"18" -97.25 31.4166666666667
"19" -96.5833333333333 19.25
"20" -109.25 26.0833333333333
"21" -119.25 39.9166666666667
"22" -103.916666666667 21.5833333333333
"23" -106.083333333333 23.5833333333333
"24" -98.4166666666667 17.4166666666667
"25" -113.916666666667 32.25
"26" -97.25 26.5833333333333
"27" -114.916666666667 32.25
"28" -106.916666666667 31.9166666666667
"29" -116.916666666667 35.9166666666667
"30" -99.0833333333333 28.4166666666667
"31" -108.583333333333 35.5833333333333
"32" -104.583333333333 38.75
"33" -122.25 41.0833333333333
"34" -91.4166666666667 46.75
"35" -110.25 30.0833333333333
"36" -106.416666666667 29.25
"37" -101.75 30.0833333333333
"38" -92.25 47.25
"39" -97.75 17.4166666666667
"40" -122.75 47.0833333333333
"41" -79.5833333333333 44.4166666666667
"42" -115.916666666667 32.25
"43" -99.5833333333333 28.4166666666667
"44" -120.416666666667 37.5833333333333
"45" -106.416666666667 34.9166666666667
"46" -100.083333333333 32.4166666666667
"47" -118.25 36.0833333333333
"48" -108.25 33.4166666666667
"49" -119.916666666667 39.5833333333333
"50" -103.75 29.5833333333333
"51" -112.25 24.9166666666667
"52" -80.25 43.25
"53" -103.416666666667 32.75
"54" -116.416666666667 33.75
"55" -96.0833333333333 18.0833333333333
"56" -120.416666666667 37.0833333333333
"57" -108.25 27.25
"58" -108.916666666667 28.5833333333333
"59" -121.083333333333 40.75
"60" -119.25 37.75
"61" -106.083333333333 39.75
"62" -121.083333333333 40.9166666666667
"63" -87.25 43.5833333333333
"64" -121.583333333333 36.4166666666667
"65" -117.583333333333 37.75
"66" -117.583333333333 37.9166666666667
"67" -98.5833333333333 31.0833333333333
"68" -120.416666666667 39.25
"69" -97.4166666666667 17.75
"70" -111.083333333333 30.9166666666667
"71" -115.416666666667 31.25
"72" -119.083333333333 35.9166666666667
"73" -96.75 16.4166666666667
"74" -100.916666666667 34.9166666666667
"75" -96.5833333333333 17.25
"76" -107.75 28.9166666666667
"77" -118.25 33.4166666666667
"78" -104.083333333333 33.4166666666667
"79" -117.75 33.75
"80" -113.583333333333 31.4166666666667
"81" -105.75 39.0833333333333
"82" -98.5833333333333 33.0833333333333
"83" -109.083333333333 31.0833333333333
"84" -113.916666666667 31.9166666666667
"85" -88.5833333333333 43.4166666666667
"86" -118.583333333333 35.25
"87" -101.083333333333 29.0833333333333
"88" -88.75 42.4166666666667
"89" -96.4166666666667 16.9166666666667
"90" -97.9166666666667 25.5833333333333
"91" -100.416666666667 29.25
"92" -111.416666666667 32.9166666666667
"93" -109.75 36.0833333333333
"94" -110.083333333333 36.4166666666667
"95" -105.083333333333 34.5833333333333
"96" -106.25 32.4166666666667
"97" -99.0833333333333 28.9166666666667
"98" -82.25 27.25
"99" -110.416666666667 37.75
"100" -105.75 28.4166666666667
"101" -105.25 29.9166666666667
"102" -105.25 30.5833333333333
"103" -102.916666666667 22.9166666666667
"104" -123.583333333333 39.25
"105" -97.4166666666667 30.25
"106" -108.083333333333 30.25
"107" -109.75 33.4166666666667
"108" -107.25 34.9166666666667
"109" -103.416666666667 28.9166666666667
"110" -96.4166666666667 16.0833333333333
"111" -110.583333333333 31.4166666666667
"112" -120.916666666667 37.75
"113" -122.583333333333 39.25
"114" -81.75 26.75
"115" -107.416666666667 24.75
"116" -107.25 33.9166666666667
"117" -79.75 43.25
"118" -112.583333333333 35.0833333333333
"119" -88.0833333333333 42.9166666666667
"120" -122.416666666667 37.9166666666667
"121" -105.75 28.5833333333333
"122" -112.916666666667 38.0833333333333
"123" -116.583333333333 34.5833333333333
"124" -79.0833333333333 43.25
"125" -114.25 37.4166666666667
"126" -98.0833333333333 26.75
"127" -112.75 37.0833333333333
"128" -115.416666666667 32.0833333333333
"129" -105.25 35.25
"130" -108.75 26.0833333333333
"131" -108.75 29.9166666666667
"132" -116.25 35.0833333333333
"133" -113.083333333333 32.4166666666667
"134" -110.25 36.25
"135" -110.083333333333 31.9166666666667
"136" -100.75 31.9166666666667
"137" -120.416666666667 35.4166666666667
"138" -110.083333333333 27.25
